ID,DESCRIPTION,Attribut1,Application,Characteristic,Material,Size,LC Risk,Mounting,Mounting Feature,Operating Temperature-Max (Cel),Operating Temperature-Min (Cel),Product Diameter,Product Length,Rated Breaking Capacity (A),Rated Current (A),Rated Voltage (V),Rated Voltage(AC) (V),Rated Voltage(DC) (V),search_context
A238,,SLOW,MOTOR CIRCUIT,UNKNOWN,CERAMIC,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,1.6,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 1.6A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm.
A239,"Indicator Red Slow Blow Movement 2.5A 250V Holder Plastic 5 X 20mm Ceramic Bulk BSI/CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 2.5A, 250VAC, 250VDC, 1500A (IR), Inline/holder, 5x20mm",UNKNOWN,NOT SPECIFIED,SLOW,CERAMIC,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,2.5,250.0,250.0,2.5,"Industrial Part: Indicator Red Slow Blow Movement 2.5A 250V Holder Plastic 5 X 20mm Ceramic Bulk BSI/CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 2.5A, 250VAC, 250VDC, 1500A (IR), Inline/holder, 5x20mm. Rated Current: 2.5A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A240,,SLOW,MOTOR CIRCUIT,UNKNOWN,CERAMIC,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,2.5,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 2.5A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm.
A241,"Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 250VDC, 1500A (IR), Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,CERAMIC,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,6.3,250.0,250.0,6.3,"Industrial Part: Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 250VDC, 1500A (IR), Inline/holder, 5x20mm. Rated Current: 6.3A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A242,"Indicator Red Fast Movement 1A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 1A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,Med,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,1.0,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 1A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 1A, 250VAC, 1500A (IR), Inline/holder. Rated Current: 1.0A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A243,"Indicator Red Fast Movement 2A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 2A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,2.0,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 2A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 2A, 250VAC, 1500A (IR), Inline/holder. Rated Current: 2.0A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A244,"Indicator Red Fast Movement 4A 250V Holder Plastic Melf 5 X 20mm Ceramic BSI/CCC/CE/CSA/KC/PSE/SEMKO/VDE/cULus Electric Indicator, Fast Blow, 4A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,Med,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,4.0,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 4A 250V Holder Plastic Melf 5 X 20mm Ceramic BSI/CCC/CE/CSA/KC/PSE/SEMKO/VDE/cULus Electric Indicator, Fast Blow, 4A, 250VAC, 1500A (IR), Inline/holder. Rated Current: 4.0A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A245,"Indicator Red Fast Movement 5A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 5A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,Med,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,5.0,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 5A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 5A, 250VAC, 1500A (IR), Inline/holder. Rated Current: 5.0A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A246,"Indicator Red Fast Movement 8A 250V Holder Plastic 5 X 20mm Ceramic Bulk CE/CSA/KC/PSE/SEMKO/TUV/VDE/cULus Electric Indicator, Fast Blow, 8A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,CERAMIC,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,8.0,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 8A 250V Holder Plastic 5 X 20mm Ceramic Bulk CE/CSA/KC/PSE/SEMKO/TUV/VDE/cULus Electric Indicator, Fast Blow, 8A, 250VAC, 1500A (IR), Inline/holder, 5x20mm. Rated Current: 8.0A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A247,"Indicator Red Fast Movement 8A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 8A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,Med,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,8.0,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 8A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 8A, 250VAC, 1500A (IR), Inline/holder. Rated Current: 8.0A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A248,,FAST,SUPPLEMENTARY PROTECTION,UNKNOWN,CERAMIC,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,8.0,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 8.0A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm.
A249,"Indicator Red Fast Movement 10A 250V Holder Plastic 5 X 20mm Ceramic Bulk CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 10A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,CERAMIC,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,10.0,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 10A 250V Holder Plastic 5 X 20mm Ceramic Bulk CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 10A, 250VAC, 1500A (IR), Inline/holder, 5x20mm. Rated Current: 10.0A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A250,"Indicator Red Fast Movement 10A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 10A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,10.0,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 10A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 10A, 250VAC, 1500A (IR), Inline/holder. Rated Current: 10.0A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A251,,UNKNOWN,NOT SPECIFIED,FAST,UNKNOWN,NOT SPECIFIED,High,UNKNOWN,THROUGH HOLE,55.0,-55.0,5.8,22.5,1200.0,1.6,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 1.6A. Voltage: 250.0V. Material: UNKNOWN. Physical Size: 5.8mm x 22.5mm.
A252,"Indicator Red Fast Movement 1.6A 250V Axial 5 X 20mm Ceramic Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 1.6A, 250VAC, 1500A (IR), Through Hole, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,CERAMIC,5x20mm,Low,THROUGH HOLE,THROUGH HOLE,55.0,-55.0,5.8,22.5,1500.0,1.6,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 1.6A 250V Axial 5 X 20mm Ceramic Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 1.6A, 250VAC, 1500A (IR), Through Hole, 5x20mm. Rated Current: 1.6A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.8mm x 22.5mm."
A253,"Indicator Red Fast Movement 1.6A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 1.6A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,CERAMIC,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,1.6,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 1.6A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 1.6A, 250VAC, 1500A (IR), Inline/holder, 5x20mm. Rated Current: 1.6A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A254,"Indicator Red Fast Movement 1.6A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 1.6A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,1.6,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 1.6A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 1.6A, 250VAC, 1500A (IR), Inline/holder. Rated Current: 1.6A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A255,"Indicator Red Fast Movement 2.5A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 2.5A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,CERAMIC,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,2.5,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 2.5A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 2.5A, 250VAC, 1500A (IR), Inline/holder, 5x20mm. Rated Current: 2.5A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A256,"Indicator Red Fast Movement 2.5A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 2.5A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,2.5,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 2.5A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 2.5A, 250VAC, 1500A (IR), Inline/holder. Rated Current: 2.5A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A257,"Indicator Red Fast Movement 0.05A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.05A, 250VAC, 1500A (IR), Supplemental, Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,0.05,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 0.05A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.05A, 250VAC, 1500A (IR), Supplemental, Inline/holder. Rated Current: 0.05A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A258,"Indicator Red Fast Movement 6.3A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 6.3A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,CERAMIC,5 X 20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,6.3,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 6.3A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 6.3A, 250VAC, 1500A (IR), Inline/holder, 5x20mm. Rated Current: 6.3A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A259,"Indicator Red Fast Movement 6.3A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 6.3A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,CERAMIC,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,6.3,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 6.3A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 6.3A, 250VAC, 1500A (IR), Inline/holder, 5x20mm. Rated Current: 6.3A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A260,"Indicator Red Fast Movement 0.063A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,0.063,6.3,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 0.063A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder. Rated Current: 6.3A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A261,"Indicator 250V 5X20 6.3A Electric Indicator, Fast Blow, 6.3A, 1500A (IR), Supplemental, 5x20mm",UNKNOWN,NOT SPECIFIED,FAST,CERAMIC,5x20mm,Low,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.2,20.0,250.0,6.3,250.0,250.0,0.0,"Industrial Part: Indicator 250V 5X20 6.3A Electric Indicator, Fast Blow, 6.3A, 1500A (IR), Supplemental, 5x20mm. Rated Current: 6.3A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A262,,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,6.1,8.4,50.0,2.0,125.0,0.0,0.0,Industrial Part: nan. Rated Current: 2.0A. Voltage: 125.0V. Material: UNKNOWN. Physical Size: 6.1mm x 8.4mm.
A263,"Indicator Red Fast Movement 0.08A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.8A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,0.08,0.8,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 0.08A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.8A, 250VAC, 1500A (IR), Inline/holder. Rated Current: 0.8A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A264,"Indicator Red Fast Movement 0.1A 250V Axial 5 X 20mm Ceramic Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.1A, 250VAC, 1200A (IR), Through Hole",FAST,SUPPLEMENTARY PROTECTION,FAST,CERAMIC,5 X 20mm,Med,THROUGH HOLE,THROUGH HOLE,55.0,-55.0,6.0,22.5,1200.0,0.1,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 0.1A 250V Axial 5 X 20mm Ceramic Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.1A, 250VAC, 1200A (IR), Through Hole. Rated Current: 0.1A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 6.0mm x 22.5mm."
A265,"Indicator Red Fast Movement 0.1A 250V Axial 5 X 20mm Ceramic Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.1A, 250VAC, 1500A (IR), Through Hole, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,CERAMIC,5x20mm,Low,THROUGH HOLE,THROUGH HOLE,55.0,-55.0,6.0,22.5,1500.0,0.1,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 0.1A 250V Axial 5 X 20mm Ceramic Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.1A, 250VAC, 1500A (IR), Through Hole, 5x20mm. Rated Current: 0.1A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 6.0mm x 22.5mm."
A266,"Indicator Red Fast Movement 0.1A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.1A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,0.1,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 0.1A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.1A, 250VAC, 1500A (IR), Inline/holder. Rated Current: 0.1A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A267,"Indicator Red Fast Movement 12.5A 250V Holder Plastic 5 X 20mm Ceramic Bulk CE/CSA/PSE/UL/VDE Electric Indicator, Fast Blow, 12.5A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,CERAMIC,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,12.5,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 12.5A 250V Holder Plastic 5 X 20mm Ceramic Bulk CE/CSA/PSE/UL/VDE Electric Indicator, Fast Blow, 12.5A, 250VAC, 1500A (IR), Inline/holder, 5x20mm. Rated Current: 12.5A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A268,"Indicator Red Fast Movement 0.125A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.125A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,125.0,-55.0,5.2,20.0,0.125,1.25,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 0.125A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.125A, 250VAC, 1500A (IR), Inline/holder. Rated Current: 1.25A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A269,"Indicator Red Fast Movement 0.16A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.16A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,Med,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,0.16,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 0.16A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.16A, 250VAC, 1500A (IR), Inline/holder. Rated Current: 0.16A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A270,"Indicator Red Fast Movement 0.2A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.2A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,CERAMIC,5 X 20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,0.2,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 0.2A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.2A, 250VAC, 1500A (IR), Inline/holder, 5x20mm. Rated Current: 0.2A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A271,"Indicator Red Fast Movement 0.2A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.2A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,Med,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,0.2,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 0.2A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.2A, 250VAC, 1500A (IR), Inline/holder. Rated Current: 0.2A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A272,"Indicator Red Fast Movement 0.25A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.25A, 250VAC, 1500A (IR), Supplemental, Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,0.25,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 0.25A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.25A, 250VAC, 1500A (IR), Supplemental, Inline/holder. Rated Current: 0.25A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A273,"Indicator Red Fast Movement 0.315A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.315A, 250VAC, 1500A (IR), Supplemental, Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,0.315,3.15,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 0.315A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.315A, 250VAC, 1500A (IR), Supplemental, Inline/holder. Rated Current: 3.15A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A274,"Indicator Red Fast Movement 0.4A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.4A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,0.4,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 0.4A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.4A, 250VAC, 1500A (IR), Inline/holder. Rated Current: 0.4A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A275,"Indicator Red Fast Movement 0.5A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.5A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,0.5,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 0.5A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.5A, 250VAC, 1500A (IR), Inline/holder. Rated Current: 0.5A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
