ID,DESCRIPTION,Attribut1,Application,Characteristic,Material,Size,LC Risk,Mounting,Mounting Feature,Operating Temperature-Max (Cel),Operating Temperature-Min (Cel),Product Diameter,Product Length,Rated Breaking Capacity (A),Rated Current (A),Rated Voltage (V),Rated Voltage(AC) (V),Rated Voltage(DC) (V),search_context
A829,,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,2.0,125.0,125.0,125.0,Industrial Part: nan. Rated Current: 2.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm.
A830,"Indicator Chip Very Fast Movement 2A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 2A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,2.0,125.0,125.0,2.0,"Industrial Part: Indicator Chip Very Fast Movement 2A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 2A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO. Rated Current: 2.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A831,"Indicator Chip Very Fast Movement 2A 125V SMD Solder Pad 2410 Ceramic T/R Automotive CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 2A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,2.0,125.0,125.0,125.0,"Industrial Part: Indicator Chip Very Fast Movement 2A 125V SMD Solder Pad 2410 Ceramic T/R Automotive CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 2A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO. Rated Current: 2.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A832,"Indicator Chip Very Fast Movement 2A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Very Fast Blow, 2A, 50A (IR), NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,Low,SURFACE MOUNT,NOT SPECIFIED,125.0,-55.0,6.1,6.1,50.0,2.0,125.0,125.0,125.0,"Industrial Part: Indicator Chip Very Fast Movement 2A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Very Fast Blow, 2A, 50A (IR), NANO. Rated Current: 2.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A833,"Indicator Chip Very Fast Movement 2A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 2A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,2.0,125.0,125.0,2.0,"Industrial Part: Indicator Chip Very Fast Movement 2A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 2A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO. Rated Current: 2.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A834,"Indicator Chip Very Fast Movement 2A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 2A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,2.0,125.0,125.0,125.0,"Industrial Part: Indicator Chip Very Fast Movement 2A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 2A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO. Rated Current: 2.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A835,Indicator Chip Very Fast Movement 3A 125V SMD Solder Pad 2410 Ceramic CE/CSA/PSE/UL,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,3.0,125.0,125.0,125.0,Industrial Part: Indicator Chip Very Fast Movement 3A 125V SMD Solder Pad 2410 Ceramic CE/CSA/PSE/UL. Rated Current: 3.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm.
A836,"Indicator Chip Very Fast Movement 3A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 3A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,3.0,125.0,125.0,3.0,"Industrial Part: Indicator Chip Very Fast Movement 3A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 3A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO. Rated Current: 3.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A837,"Indicator Chip Very Fast Movement 3A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 3A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,3.0,125.0,125.0,125.0,"Industrial Part: Indicator Chip Very Fast Movement 3A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 3A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO. Rated Current: 3.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A838,"Indicator Chip Very Fast Movement 3A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 3A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,3.0,125.0,125.0,3.0,"Industrial Part: Indicator Chip Very Fast Movement 3A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 3A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO. Rated Current: 3.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A839,"Indicator Chip Very Fast Movement 3A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 3A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,3.0,125.0,125.0,125.0,"Industrial Part: Indicator Chip Very Fast Movement 3A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 3A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO. Rated Current: 3.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A840,,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,3.0,125.0,125.0,125.0,Industrial Part: nan. Rated Current: 3.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm.
A841,Indicator Chip Very Fast Movement 4A 125V SMD Solder Pad 2410 Ceramic CE/CSA/PSE/UL Electric Indicator,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,4.0,125.0,125.0,125.0,Industrial Part: Indicator Chip Very Fast Movement 4A 125V SMD Solder Pad 2410 Ceramic CE/CSA/PSE/UL Electric Indicator. Rated Current: 4.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm.
A842,,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,4.0,125.0,125.0,125.0,Industrial Part: nan. Rated Current: 4.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm.
A843,"Indicator Chip Very Fast Movement 4A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 4A, 50A (IR), NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,NOT SPECIFIED,125.0,-55.0,6.1,6.1,50.0,4.0,125.0,125.0,125.0,"Industrial Part: Indicator Chip Very Fast Movement 4A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 4A, 50A (IR), NANO. Rated Current: 4.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A844,"Indicator Chip Very Fast Movement 4A 125V SMD Solder Pad 2410 Ceramic T/R Automotive CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 4A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,4.0,125.0,125.0,4.0,"Industrial Part: Indicator Chip Very Fast Movement 4A 125V SMD Solder Pad 2410 Ceramic T/R Automotive CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 4A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO. Rated Current: 4.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A845,"Indicator Chip Very Fast Movement 4A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 4A, 50A (IR), NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,NOT SPECIFIED,125.0,-55.0,6.1,6.1,50.0,4.0,125.0,125.0,125.0,"Industrial Part: Indicator Chip Very Fast Movement 4A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 4A, 50A (IR), NANO. Rated Current: 4.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A846,"Indicator Chip Very Fast Movement 4A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 4A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,4.0,125.0,125.0,125.0,"Industrial Part: Indicator Chip Very Fast Movement 4A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 4A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO. Rated Current: 4.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A847,,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,4.0,125.0,125.0,125.0,Industrial Part: nan. Rated Current: 4.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm.
A848,"Indicator Chip Very Fast Movement 5A 125V SMD Solder Pad 2410 Ceramic CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,5.0,125.0,125.0,5.0,"Industrial Part: Indicator Chip Very Fast Movement 5A 125V SMD Solder Pad 2410 Ceramic CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO. Rated Current: 5.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A849,,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,5.0,125.0,125.0,125.0,Industrial Part: nan. Rated Current: 5.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm.
A850,"Indicator Chip Very Fast Movement 5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,5.0,125.0,125.0,5.0,"Industrial Part: Indicator Chip Very Fast Movement 5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO. Rated Current: 5.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A851,"Indicator Chip Very Fast Movement 5A 125V SMD Solder Pad 2410 Ceramic T/R Automotive CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,5.0,125.0,125.0,125.0,"Industrial Part: Indicator Chip Very Fast Movement 5A 125V SMD Solder Pad 2410 Ceramic T/R Automotive CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO. Rated Current: 5.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A852,"Indicator Chip Very Fast Movement 5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,5.0,125.0,125.0,5.0,"Industrial Part: Indicator Chip Very Fast Movement 5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO. Rated Current: 5.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A853,"Indicator Chip Very Fast Movement 5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,5.0,125.0,125.0,125.0,"Industrial Part: Indicator Chip Very Fast Movement 5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO. Rated Current: 5.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A854,Indicator Chip Very Fast Movement 7A 125V SMD Solder Pad 2410 Ceramic CE/CSA/PSE/UL,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,7.0,125.0,125.0,125.0,Industrial Part: Indicator Chip Very Fast Movement 7A 125V SMD Solder Pad 2410 Ceramic CE/CSA/PSE/UL. Rated Current: 7.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm.
A855,"Indicator Chip Very Fast Movement 7A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 7A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,7.0,125.0,125.0,7.0,"Industrial Part: Indicator Chip Very Fast Movement 7A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 7A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO. Rated Current: 7.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A856,"Indicator Chip Very Fast Movement 7A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 7A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,7.0,125.0,125.0,125.0,"Industrial Part: Indicator Chip Very Fast Movement 7A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 7A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO. Rated Current: 7.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A857,"Indicator Chip Very Fast Movement 7A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Very Fast Blow, 7A, 50A (IR), NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,Low,SURFACE MOUNT,NOT SPECIFIED,125.0,-55.0,6.1,6.1,50.0,7.0,125.0,125.0,125.0,"Industrial Part: Indicator Chip Very Fast Movement 7A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Very Fast Blow, 7A, 50A (IR), NANO. Rated Current: 7.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A858,"Indicator Chip Very Fast Movement 7A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 7A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,7.0,125.0,125.0,7.0,"Industrial Part: Indicator Chip Very Fast Movement 7A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 7A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO. Rated Current: 7.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A859,"Indicator Chip Very Fast Movement 7A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 7A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,7.0,125.0,125.0,125.0,"Industrial Part: Indicator Chip Very Fast Movement 7A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 7A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO. Rated Current: 7.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A860,,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,7.0,125.0,125.0,125.0,Industrial Part: nan. Rated Current: 7.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm.
A861,,UNKNOWN,NOT SPECIFIED,VERY FAST,UNKNOWN,NANO,High,UNKNOWN,NOT SPECIFIED,55.0,-55.0,6.1,8.4,50.0,8.0,125.0,0.0,0.0,Industrial Part: nan. Rated Current: 8.0A. Voltage: 125.0V. Material: UNKNOWN. Physical Size: 6.1mm x 8.4mm.
A862,"Indicator Chip Very Fast Movement 8A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 8A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,8.0,125.0,125.0,8.0,"Industrial Part: Indicator Chip Very Fast Movement 8A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 8A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO. Rated Current: 8.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A863,"Indicator Chip Very Fast Movement 8A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 8A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,8.0,125.0,125.0,125.0,"Industrial Part: Indicator Chip Very Fast Movement 8A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 8A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO. Rated Current: 8.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A864,"Indicator Chip Very Fast Movement 8A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 8A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,8.0,125.0,125.0,125.0,"Industrial Part: Indicator Chip Very Fast Movement 8A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 8A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO. Rated Current: 8.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A865,,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,8.0,125.0,125.0,125.0,Industrial Part: nan. Rated Current: 8.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm.
A866,,VERY FAST,AUTOMOTIVE,UNKNOWN,CERAMIC,6.1 X 2.69mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,6.1,6.1,50.0,10.0,125.0,125.0,125.0,Industrial Part: nan. Rated Current: 10.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm.
A867,"Indicator Chip Very Fast Movement 10A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 10A, 125VAC, 125VDC, 35A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,35.0,10.0,125.0,125.0,125.0,"Industrial Part: Indicator Chip Very Fast Movement 10A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 10A, 125VAC, 125VDC, 35A (IR), Surface Mount, NANO. Rated Current: 10.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A868,"Indicator Chip Very Fast Movement 10A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Very Fast Blow, 10A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,50.0,10.0,125.0,125.0,125.0,"Industrial Part: Indicator Chip Very Fast Movement 10A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Very Fast Blow, 10A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO. Rated Current: 10.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A869,"Indicator Chip Very Fast Movement 10A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 10A, 125VAC, 125VDC, 35A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,6.1 X 2.69mm,High,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,35.0,10.0,125.0,125.0,125.0,"Industrial Part: Indicator Chip Very Fast Movement 10A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 10A, 125VAC, 125VDC, 35A (IR), Surface Mount, NANO. Rated Current: 10.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
A870,"Indicator Chip Very Fast Movement 10A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 10A, 125VAC, 125VDC, 35A (IR), Surface Mount, NANO",VERY FAST,AUTOMOTIVE,VERY FAST,CERAMIC,NANO,Low,SURFACE MOUNT,SURFACE MOUNT,125.0,-55.0,6.1,6.1,35.0,10.0,125.0,125.0,125.0,"Industrial Part: Indicator Chip Very Fast Movement 10A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 10A, 125VAC, 125VDC, 35A (IR), Surface Mount, NANO. Rated Current: 10.0A. Voltage: 125.0V. Material: CERAMIC. Physical Size: 6.1mm x 6.1mm."
